WISE_ID,ConstructionType,LoadBearingCapacity (kPa),AlternativeUse,ModificationRecommendation,Success
RO016,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
RO016,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
RW007,Residential Building,50,,Reduce liquid limit via compaction,False
RW007,High-rise Building,150,,Use deep foundations or densify subsoil,False
RW007,Low-rise,100,,Use deep foundations or densify subsoil,False
RW007,Roads & Highways,70,,Reduce liquid limit via compaction,False
RW007,Bridges,120,,Use deep foundations or densify subsoil,False
RW007,Tunnels,150,,Reduce liquid limit via compaction,False
RW007,Railway Tracks,80,,Reduce liquid limit via compaction,False
RW007,Pipeline Infrastructure,30,,Use deep foundations or densify subsoil,False
RW007,Dams,100,,Increase CBR in top 2 layers,False
RW007,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
RW007,Airport Runways,180,,Use deep foundations or densify subsoil,False
RW008,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW008,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW008,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW008,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW008,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
RW008,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
RW008,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW008,Pipeline Infrastructure,30,,,True
RW008,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW008,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW008,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
RW009,Residential Building,50,,,True
RW009,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
RW009,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
RW009,Roads & Highways,70,,,True
RW009,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
RW009,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
RW009,Railway Tracks,80,,,True
RW009,Pipeline Infrastructure,30,,,True
RW009,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
RW009,Water Reservoirs,90,,,True
RW009,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
RW010,Residential Building,50,,,True
RW010,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
RW010,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
RW010,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
RW010,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
RW010,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
RW010,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
RW010,Pipeline Infrastructure,30,,,True
RW010,Dams,100,Residential Building,Increase CBR in top 2 layers,False
RW010,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
RW010,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
RW011,Residential Building,50,,Reduce liquid limit via compaction,False
RW011,High-rise Building,150,,Use deep foundations or densify subsoil,False
RW011,Low-rise,100,,Reduce liquid limit via compaction,False
RW011,Roads & Highways,70,,Use deep foundations or densify subsoil,False
RW011,Bridges,120,,Increase CBR in top 2 layers,False
RW011,Tunnels,150,,Reduce liquid limit via compaction,False
RW011,Railway Tracks,80,,Use deep foundations or densify subsoil,False
RW011,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
RW011,Dams,100,,Reduce liquid limit via compaction,False
RW011,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
RW011,Airport Runways,180,,Reduce liquid limit via compaction,False
RW012,Residential Building,50,,,True
RW012,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
RW012,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
RW012,Roads & Highways,70,,,True
RW012,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
RW012,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
RW012,Railway Tracks,80,,,True
RW012,Pipeline Infrastructure,30,,,True
RW012,Dams,100,Residential Building,Increase CBR in top 2 layers,False
RW012,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
RW012,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
SB001,Residential Building,50,,,True
SB001,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
SB001,Low-rise,100,,,True
SB001,Roads & Highways,70,,,True
SB001,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
SB001,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
SB001,Railway Tracks,80,,,True
SB001,Pipeline Infrastructure,30,,,True
SB001,Dams,100,,,True
SB001,Water Reservoirs,90,,,True
SB001,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
SD026,Residential Building,50,,Use deep foundations or densify subsoil,False
SD026,High-rise Building,150,,Reduce liquid limit via compaction,False
SD026,Low-rise,100,,Use deep foundations or densify subsoil,False
SD026,Roads & Highways,70,,Use deep foundations or densify subsoil,False
SD026,Bridges,120,,Increase CBR in top 2 layers,False
SD026,Tunnels,150,,Reduce liquid limit via compaction,False
SD026,Railway Tracks,80,,Use deep foundations or densify subsoil,False
SD026,Pipeline Infrastructure,30,,Increase CBR in top 2 layers,False
SD026,Dams,100,,Use deep foundations or densify subsoil,False
SD026,Water Reservoirs,90,,Increase CBR in top 2 layers,False
SD026,Airport Runways,180,,Increase CBR in top 2 layers,False
SD027,Residential Building,50,,Reduce liquid limit via compaction,False
SD027,High-rise Building,150,,Increase CBR in top 2 layers,False
SD027,Low-rise,100,,Use deep foundations or densify subsoil,False
SD027,Roads & Highways,70,,Use deep foundations or densify subsoil,False
SD027,Bridges,120,,Use deep foundations or densify subsoil,False
SD027,Tunnels,150,,Reduce liquid limit via compaction,False
SD027,Railway Tracks,80,,Increase CBR in top 2 layers,False
SD027,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
SD027,Dams,100,,Use deep foundations or densify subsoil,False
SD027,Water Reservoirs,90,,Reduce liquid limit via compaction,False
SD027,Airport Runways,180,,Increase CBR in top 2 layers,False
SD028,Residential Building,50,,,True
SD028,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
SD028,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
SD028,Roads & Highways,70,,,True
SD028,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
SD028,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
SD028,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
SD028,Pipeline Infrastructure,30,,,True
SD028,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
SD028,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
SD028,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
SD029,Residential Building,50,,,True
SD029,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
SD029,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
SD029,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
SD029,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
SD029,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
SD029,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
SD029,Pipeline Infrastructure,30,,,True
SD029,Dams,100,Residential Building,Increase CBR in top 2 layers,False
SD029,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
SD029,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
SD030,Residential Building,50,,Reduce liquid limit via compaction,False
SD030,High-rise Building,150,,Reduce liquid limit via compaction,False
SD030,Low-rise,100,,Reduce liquid limit via compaction,False
SD030,Roads & Highways,70,,Reduce liquid limit via compaction,False
SD030,Bridges,120,,Reduce liquid limit via compaction,False
SD030,Tunnels,150,,Use deep foundations or densify subsoil,False
SD030,Railway Tracks,80,,Reduce liquid limit via compaction,False
SD030,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
SD030,Dams,100,,Increase CBR in top 2 layers,False
SD030,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
SD030,Airport Runways,180,,Reduce liquid limit via compaction,False
SD031,Residential Building,50,,,True
SD031,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
SD031,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
SD031,Roads & Highways,70,,,True
SD031,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
SD031,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
SD031,Railway Tracks,80,,,True
SD031,Pipeline Infrastructure,30,,,True
SD031,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
SD031,Water Reservoirs,90,,,True
SD031,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
SD032,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD032,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
SD032,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD032,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD032,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD032,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
SD032,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD032,Pipeline Infrastructure,30,,,True
SD032,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD032,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD032,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
SD033,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD033,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
SD033,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD033,Roads & Highways,70,Pipeline Infrastructure,Increase CBR in top 2 layers,False
SD033,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD033,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD033,Railway Tracks,80,Pipeline Infrastructure,Increase CBR in top 2 layers,False
SD033,Pipeline Infrastructure,30,,,True
SD033,Dams,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
SD033,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
SD033,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
SD034,Residential Building,50,,,True
SD034,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
SD034,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
SD034,Roads & Highways,70,,,True
SD034,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
SD034,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
SD034,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
SD034,Pipeline Infrastructure,30,,,True
SD034,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
SD034,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
SD034,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
SD035,Residential Building,50,,,True
SD035,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
SD035,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
SD035,Roads & Highways,70,,,True
SD035,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
SD035,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
SD035,Railway Tracks,80,,,True
SD035,Pipeline Infrastructure,30,,,True
SD035,Dams,100,Residential Building,Increase CBR in top 2 layers,False
SD035,Water Reservoirs,90,,,True
SD035,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
SD036,Residential Building,50,,,True
SD036,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
SD036,Low-rise,100,,,True
SD036,Roads & Highways,70,,,True
SD036,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
SD036,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
SD036,Railway Tracks,80,,,True
SD036,Pipeline Infrastructure,30,,,True
SD036,Dams,100,,,True
SD036,Water Reservoirs,90,,,True
SD036,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
SD037,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD037,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
SD037,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
SD037,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
